"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;Размер;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;МРРЦ;Фото;Описание
"Простыня на резинке";"Простыня махровая на резинке";"AlViTek (АльВиТек)";Россия;Стандарт;ПМР-БЕ-120;120х200+20;;;;;;"На резинке";;;;;;;;Махра;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;160г/м;2000925499581;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;;"ПМР-БЕ-120 Бежевая простыня махровая на резинке 120х200+20";4;543;815;http://alvitek.com.ru/upload/iblock/7d7/7d7334f4c8805ec8137f3e2771a55f23.jpeg;"ткань-махра трикотажная(хлопок 100%), бирка, постер, пакет"
"Простыня на резинке";"Простыня махровая на резинке";"AlViTek (АльВиТек)";Россия;Стандарт;ПМР-МЕ-120;120х200+20;;;;;;"На резинке";;;;;;;;Махра;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;160г/м;2000925499604;;Ментол;;;"Тональность изделия может отличаться от фото";;;;;;"ПМР-МЕ-120 Ментол простыня махровая на резинке 120х200+20";9;543;815;http://alvitek.com.ru/upload/iblock/928/928c1d4055b8fa0e1002ae2fa6332632.jpeg;"ткань-махра трикотажная(хлопок 100%), бирка, постер, пакет"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-семья-Свежесть;"Семейное (2 пододеяльника)";;;"70х70 (2шт.)";143х215-2шт.;215х240;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000888593036;;;;;"Тональность изделия может отличаться от фото";;;;;;"Свежесть КПБ Семья (5) ""Экзотика"" Поплин";2;1450;2030;http://alvitek.com.ru/upload/iblock/15b/15b57212c6bd35fd4c3a2ed08147707a.jpeg;
Покрывало;;Марианна;Россия;;П-ло-шелк-200-Восток;200х220;;;;;;;;;;;;;;"Искуственный шелк";"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000925504261;;;;;"Тональность изделия может отличаться от фото";;;;;;"Восток  200х220 шелк искуственный 3D Покрывало ""Марианна""";2;470;705;http://alvitek.com.ru/upload/iblock/ccb/ccbebb5bbf8ab8ce3dc78ac48cbaa8fe.jpeg;
Покрывало;;Марианна;Россия;;П-ло-шелк-230-Восток;230х250;;;;;;;;;;;;;;"Искуственный шелк";"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000925504292;;;;;;;;;;;"Восток 230х250 шелк искуственный 3D Покрывало ""Марианна""";4;676;935;http://alvitek.com.ru/upload/iblock/7e8/7e879a959a0a86131b29959dbc394dab.jpeg;
Одеяло;;Vladi;Украина;;"Греция 140х205- бел-беж";140х205;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;380г/м;2000900090567;;;;;"Тональность изделия может отличаться от фото";;;;;"50% хлопок+30%пэ+20%пан";"Одеяло ""Греция"" 140х205 бел-беж";21;622;850;http://alvitek.com.ru/upload/iblock/4ba/4baf59c4e31e59f9c9594cd9366d6a40.jpeg;
Одеяло;;Vladi;Украина;;"Перу 140х205- бел-беж";140х205;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;380г/м;2000900090581;;;;;"Тональность изделия может отличаться от фото";;;;;"50% хлопок+30%пэ+20%пан";"Одеяло ""Перу"" 140х205 бел-беж";17;622;915;http://alvitek.com.ru/upload/iblock/264/2647e6869713a5909668a4be0536677e.jpeg;
Подушка;Camel;"AlViTek (АльВиТек)";Россия;Комфорт;ПКВ-060;60х60;;Средняя;;;;;;;"""Верблюжья шерсть""";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,6 кг";Полисатин;;;;;;"Многоигольная машина";;Пакет;;;;;4607048013137;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"100% полиэстр";"ПКВ-060 Подушка ""Camel"" 60х60";21;210;320;http://alvitek.com.ru/upload/iblock/119/1195641430fcf751e197494732c0e966.jpeg;"подушка: стеганный чехол ,наполнитель ""верблюжья шерсть"" 100 г/кв.м, ткань - полисатин, наполнитель ""Лебяжий пух"" ( 0,6 кг высокосиликонизированное микроволокно), бирка, постер, в пакете"
"Набор полотенец";;MERZUKA;Турция;;MERZUKA-10171-розовый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925560366;;;;;"Тональность изделия может отличаться от фото";;;;;;"10171 Розовый ROZA  (50х90+70х140 ) в коробке Набор полотенец MERZUKA";3;691;0;http://alvitek.com.ru/upload/iblock/f40/f40e9b7b01da3c005bc032663ecb6614.jpeg;
"Набор полотенец";;MERZUKA;Турция;;MERZUKA-10171-зеленый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925560335;;;;;"Тональность изделия может отличаться от фото";;;;;;"10171 Зеленый ROZA  (50х90+70х140 ) в коробке Набор полотенец MERZUKA";1;705;0;http://alvitek.com.ru/upload/iblock/185/1857f2ab5173c54797a9e6c4e33f0d4a.jpeg;
"Набор полотенец";;MERZUKA;Турция;;MERZUKA-10187-розовый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925560113;;;;;"Тональность изделия может отличаться от фото";;;;;;"10187 Розовый DAISY GOLD  (50х90+70х140 ) в коробке Набор полотенец MERZUKA";3;691;0;http://alvitek.com.ru/upload/iblock/c18/c180a15a67bcb9f86866e1afa2832719.jpeg;
"Набор полотенец";;MERZUKA;Турция;;MERZUKA-10187-зеленый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925560083;;;;;"Тональность изделия может отличаться от фото";;;;;;"10187 Зеленый DAISY GOLD  (50х90+70х140 ) в коробке Набор полотенец MERZUKA";1;691;0;http://alvitek.com.ru/upload/iblock/1c8/1c89abe1f987e07667d40c32b45edeae.jpeg;
Полотенце;;PHILIPPUS;Турция;;PHILIPPUS-9870;50х90;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925546810;;;;;"Тональность изделия может отличаться от фото";;;;;;"9870 ANITA  Хлопок 50х90 (6)  Полотенце PHILIPPUS";1;1324;1845;http://alvitek.com.ru/upload/iblock/e3c/e3c6050b41b3e98290b7efc5651f0aa2.jpeg;
Покрывало;;Марианна;Россия;;П-ло-шелк-230-Латте;230х250;;;;;;;;;;;;;;"Искуственный шелк";"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000888597348;;;;;;;;;;;"Латте 230х250 шелк искуственный 3D Покрывало ""Марианна""";1;676;935;http://alvitek.com.ru/upload/iblock/e50/e500a679e283ff26baeefc2494073ad2.jpeg;
Покрывало;;Марианна;Россия;;П-ло-шелк-230-Орхидея-2;230х250;;;;;;;;;;;;;;"Искуственный шелк";"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000888597386;;;;;;;;;;;"Орхидея-2 230х250 шелк искуственный 3D Покрывало ""Марианна""";1;676;935;http://alvitek.com.ru/upload/iblock/f92/f92d71eb5ca506632fba9a7b08f32da7.jpeg;
Покрывало;;Марианна;Россия;;П-ло-шелк-230-Севилья;230х250;;;;;;;;;;;;;;"Искуственный шелк";"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000888597409;;;;;;;;;;;"Севилья 230х250 шелк искуственный 3D Покрывало ""Марианна""";3;676;970;http://alvitek.com.ru/upload/iblock/9b1/9b11fbf07e1d4e088d9efaef5b8b4849.jpeg;
Покрывало;;Марианна;Россия;;"П-ло- 230х250 Жакк-101";230х250;;;;;;;;;;;;;;Жаккард-атлас;"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000888597430;;;;;"Тональность изделия может отличаться от фото";;;;;;"101  230х250 Жаккард Атлас искусственный Покрывало ""I.M.A"" Марианна";7;910;1295;http://alvitek.com.ru/upload/iblock/d21/d212dfabc586dc50c0f15f2f33a5eb07.jpeg;
Наматрасник;Полиуритан;"AlViTek (АльВиТек)";Россия;;МПУ-6-70;70х200;;Упругая;;;;;"6 см";Пенополиуритан;;;"18 кг/куб.м";;;Микрофибра;"100%  пэ";Молния;;;Резинка;;Кант;Пакет;;;;;4607048003794;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;;"МПУ-6-070 Наматрацник ""Полиуритан"" (70х200х6)";7;876;1320;http://alvitek.com.ru/upload/iblock/4d8/4d8ffabd359afc9a6a328dfed26e3975.jpeg;"матрас полиуретановый, чехол - на молнии с резинками, ткань - микрофибра , наполнитель - полиэфир (вспененный полиуретан повышенной плотности), высота - 6см, бирка, упаковка - пленка ПЭ"
Покрывало;;Марианна;Россия;;"П-ло- 230х250 Жакк-210";230х250;;;;;;;;;;;;;;Жаккард-атлас;"100%  пэ";;;;;Ультрастеп;Бейка;"Сумка оригинальная";;;;;2000900107685;;;;;"Тональность изделия может отличаться от фото";;;;;;"210  230х250 Жаккард Атлас искусственный Покрывало ""I.M.A"" Марианна";7;910;1295;http://alvitek.com.ru/upload/iblock/b1a/b1ae2b9a07345b7b0594eb41ce948498.jpeg;
Одеяло;Холфит;"AlViTek (АльВиТек)";Россия;Стандарт;ОПФ-О-20;172х205;Легкое;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Поликоттон;"70% хлопок/30% полиэстр";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048001790;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;;"ОПФ-О-20  Одеяло 172х205 легкое";28;1136;1705;http://alvitek.com.ru/upload/iblock/447/447e83f255c36dbdf1699ed5239e8a57.jpeg;"одеяло с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г/кв.м), чехол - ткань смесовая (поликоттон; 70% - хлопок/30% - полиэстер; 120 г/кв.м) , косая бейка, уголок, бирка, постер, в чемодане"
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-180/099-pv;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925570822;;;;;"Тональность изделия может отличаться от фото";;;;;"100% микрофибра";"180/099-pv Венеция 180х200 однотонный с теснением  микрофибра плед AlViTek";4;786;1180;http://alvitek.com.ru/upload/iblock/461/46193095dbfaf163b18aeb34b9c6f58d.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-200/042-pv;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925570839;;;;;"Тональность изделия может отличаться от фото";;;;;"100% микрофибра бамбук";"200/042-pv Венеция 200х220 однотонный с теснением  микрофибра плед AlViTek";4;927;1395;http://alvitek.com.ru/upload/iblock/25a/25ad80f44bc42a6ad3efd8b914eea118.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-200/052-pv;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925570846;;;;;"Тональность изделия может отличаться от фото";;;;;"100% микрофибра бамбук";"200/052-pv Венеция 200х220 однотонный с теснением  микрофибра плед AlViTek";4;927;1395;http://alvitek.com.ru/upload/iblock/b25/b256a5ab3be8180fa4f6cc2866125e39.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-200/082-pv;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925570853;;;;;"Тональность изделия может отличаться от фото";;;;;"100% микрофибра бамбук";"200/082-pv Венеция 200х220 однотонный с теснением  микрофибра плед AlViTek";4;927;1395;http://alvitek.com.ru/upload/iblock/f58/f587ae605156639e0c08e66e281ab9bd.jpeg;
