sku,title,desc,quantity,cost-price,price,image,col,vendor,country,line,SV_razmer,teplota,podderjka,razm_nav,razm_podod,razmer_prostini,tip_prostini,visota,napolnitel,napolnitel_chehla,napolnitel_yadra,ves_napolnitel,ves_nopolnitel_chehla,ves_napolnitel_yadra,tkan,sostav_tkan,tip_zast,tip_zast_navol,tip_zast_podod,tip_krepl,tip_stejki,okantovka,upak,tip_upak,kol_upak,material,plotnost,barcode,SV_cvet,tkan_verh,tkan_niz,sostav,Kornevai
Э-Б5-15-Тачки,"Тачки ( Машинки ) КПБ 1.5 сп (5) ""Экзотика"" Бязь","Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная",1,1001.0,1501.5,http://alvitek.com.ru/upload/iblock/419/419685623d172de261fb43b5bcd7a46a.jpeg,"",Экзотика,Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Бязь,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000868187989,"","","","",Alvitek
Э-Б5-15-Форвард*,"Форвард*  КПБ 1.5 сп (5) ""Экзотика"" Бязь","Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная",1,1113.0,1669.5,http://alvitek.com.ru/upload/iblock/e0f/e0feefd6e205e6865e7eea147a10cfc9.jpeg,"",Экзотика,Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Бязь,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000900103533,"","","","",Alvitek
BAYRAMALY -70х140-васильк,Васильковый 70х140 Полотенца махровое  1 шт BAYRAMALY,"",2,288.0,432.0,http://alvitek.com.ru/upload/iblock/fc1/fc1027cc3408209d9e5d5ef81c30f7b5.jpeg,"",BAYRAMALY,Туркмения,"",70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",410г/м,2000925564852,"","","","",Alvitek
BAYRAMALY -50х90-темно-си,Темно-синий 50х90 Полотенца махровое  1 шт BAYRAMALY,"",3,187.0,280.5,http://alvitek.com.ru/upload/iblock/79f/79f929d22e8e9bf3a9b33b6e1ad9f342.jpeg,"",BAYRAMALY,Туркмения,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",410г/м,2000925564838,"","","","",Alvitek
BAYRAMALY -50х90-шоколад,Шоколад 50х90 Полотенца махровое  1 шт BAYRAMALY,"",31,133.0,199.5,http://alvitek.com.ru/upload/iblock/95d/95d0ea5397966cdc02d4b7b4b726ca1c.jpeg,"",BAYRAMALY,Туркмения,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",410г/м,2000925557366,"","","","",Alvitek
BAYRAMALY -70х140-ярко-зе,Ярко-зеленый 70х140 Полотенца махровое  1 шт BAYRAMALY,"",72,290.0,435.0,http://alvitek.com.ru/upload/iblock/771/77177a61431030907ef0d2808803b895.jpeg,"",BAYRAMALY,Туркмения,"",70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",410г/м,2000925557540,"","","","",Alvitek
TWO DOLPHINS-10357,10357 GREEK Бамбук 70х140 (6) 480гр.полотенце TWO DOLPHINS,"",1,3205.0,4807.5,http://alvitek.com.ru/upload/iblock/451/4519d66acd60ff15b3e0e5ae698ad34b.jpeg,"",TWO DOLPHINS,Турция,"",70х140,"","","","","","","","","","","","","",Махра,100%  бамбук,"","","","","","",Прямоугольная ПВХ на молнии,"",6 шт.,"",480г/м,2000925572413,"","","","",Alvitek
Фиеста-ORIENT 50х90-беж,Бежевый ORIENT 50х90  хлопок М полотенце (1шт) Фиеста,"",3,179.0,268.5,http://alvitek.com.ru/upload/iblock/368/3683825925bd7228928caf3c18d8b59d.jpeg,"",Fiesta,Турция,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547589,"","","","",Alvitek
Фиеста-Kvadrro-из 2-х-гол,Голубой Kvadrro-М ( 50х90+70х130 ) в коробке Набор полотенец  Фиеста,"",1,626.0,939.0,http://alvitek.com.ru/upload/iblock/487/487163429f290858cf84196e89d21047.jpeg,"",Fiesta,Турция,"",50х90+70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925496610,"","","","",Alvitek
Фиеста-ORIENT 30х50-мятны,Мятный  ORIENT 30х50  хлопок М полотенце (1шт) Фиеста,"",1,72.0,108.0,http://alvitek.com.ru/upload/iblock/c78/c78cb634b5f09b51b966b0dcffa558ee.jpeg,"",Fiesta,Турция,"",30х50,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547497,"","","","",Alvitek
Фиеста-YASEMIN 70х130-мят,Мятный  YASEMIN 70х130  хлопок М полотенце (1шт) Фиеста,"",1,332.0,498.0,http://alvitek.com.ru/upload/iblock/45e/45edad2179f3aa0c3a0cb77886a41826.jpeg,"",Fiesta,Турция,"",70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547916,"","","","",Alvitek
Фиеста-ORIENT 70х130-мят,Мятный ORIENT 70х130  хлопок М полотенце (1шт) Фиеста,"",1,362.0,543.0,http://alvitek.com.ru/upload/iblock/8fe/8fe66f48e2bd67955e1b71d396fac47e.jpeg,"",Fiesta,Турция,"",70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547695,"","","","",Alvitek
Фиеста-ORIENT 50х90-пудра,Пудра ORIENT 50х90  хлопок М полотенце (1шт) Фиеста,"",1,179.0,268.5,http://alvitek.com.ru/upload/iblock/be6/be66b4631a154e2da8cd7e7d1003263a.jpeg,"",Fiesta,Турция,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547619,"","","","",Alvitek
Фиеста-ORIENT 70х130-пудр,Пудра ORIENT 70х130  хлопок М полотенце (1шт) Фиеста,"",1,362.0,543.0,http://alvitek.com.ru/upload/iblock/107/1079a12462eab94065afe63eddfc6dfd.jpeg,"",Fiesta,Турция,"",70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547718,"","","","",Alvitek
Фиеста-Kvadrro-из 2-х-син,Синий Kvadrro-М ( 50х90+70х130 ) в коробке Набор полотенец  Фиеста,"",1,626.0,939.0,http://alvitek.com.ru/upload/iblock/141/14168ddd1f8f3ea297e919d0149e8caa.jpeg,"",Fiesta,Турция,"",50х90+70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925496627,"","","","",Alvitek
Фиеста-ORIENT 30х50-синий,Синий ORIENT 30х50  хлопок М полотенце (1шт) Фиеста,"",3,72.0,108.0,http://alvitek.com.ru/upload/iblock/342/342065edc44e7f651dfe292397080bfc.jpeg,"",Fiesta,Турция,"",30х50,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547534,"","","","",Alvitek
Фиеста-ORIENT 50х90-синий,Синий ORIENT 50х90  хлопок М полотенце (1шт) Фиеста,"",4,179.0,268.5,http://alvitek.com.ru/upload/iblock/0af/0affe65e40658b905d827be14316cada.jpeg,"",Fiesta,Турция,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547633,"","","","",Alvitek
Фиеста- Classik -из 2-х-с,Сирень Classik-Б ( 50х90+70х130 ) в коробке Набор полотенец Фиеста,"",1,607.0,910.5,http://alvitek.com.ru/upload/iblock/b4e/b4e945113ea0d7dff6709f6eab8a5b07.jpeg,"",Fiesta,Турция,"",50х90+70х130,"","","","","","","","","","","","","",Махра,100%  бамбук,"","","","","","",Коробка,"",2 шт.,"","",2000925496498,"","","","",Alvitek
Фиеста-Kvadrro-из 2-х-ста,Стальной Kvadrro-М ( 50х90+70х130 ) в коробке Набор полотенец  Фиеста,"",2,626.0,939.0,http://alvitek.com.ru/upload/iblock/70e/70ec44c7e22364d2d01512e6bad9936a.jpeg,"",Fiesta,Турция,"",50х90+70х130,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925496634,"","","","",Alvitek
Фиеста-ORIENT 30х50-фукси,Фуксия ORIENT 30х50  хлопок М полотенце (1шт) Фиеста,"",1,72.0,108.0,http://alvitek.com.ru/upload/iblock/065/06543dfaa9bb94ba33dfc747947427e7.jpeg,"",Fiesta,Турция,"",30х50,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547558,"","","","",Alvitek
Фиеста-ORIENT 30х50-шампа,Шампань  ORIENT 30х50  хлопок М полотенце (1шт) Фиеста,"",1,72.0,108.0,http://alvitek.com.ru/upload/iblock/324/3241585c682e70e1db53802b4b3aca1f.jpeg,"",Fiesta,Турция,"",30х50,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547572,"","","","",Alvitek
Фиеста-ORIENT 50х90-шампа,Шампань ORIENT 50х90  хлопок М полотенце (1шт) Фиеста,"",1,179.0,268.5,http://alvitek.com.ru/upload/iblock/85b/85b73a55d15553fcc7b513eb7087b706.jpeg,"",Fiesta,Турция,"",50х90,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Пакет,"","","",420г/м,2000925547671,"","","","",Alvitek
MERZUKA-10679-бирюз,10679 Бирюзовый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,797.0,1195.5,http://alvitek.com.ru/upload/iblock/002/002fde9ad0cf11118ffd6cb62100215c.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593098,"","","","",Alvitek
MERZUKA-10679-кремовый,10679 Кремовый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,799.0,1198.5,http://alvitek.com.ru/upload/iblock/e9c/e9c545210e060b92ff1f09dae5302caa.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593029,"","","","",Alvitek
MERZUKA-10679-мятный,10679 Мятный EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",6,797.0,1195.5,http://alvitek.com.ru/upload/iblock/602/6028ffe33e4b0f8813adc280b194eff6.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593036,"","","","",Alvitek
MERZUKA-10679-оранж,10679 Оранжевый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,799.0,1198.5,http://alvitek.com.ru/upload/iblock/493/4937b592ff350f4edee2b3fa256b031a.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593043,"","","","",Alvitek
MERZUKA-10679-розовый,10679 Розовый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,797.0,1195.5,http://alvitek.com.ru/upload/iblock/b60/b604556bc8e8dc90fe4efda191622e87.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593050,"","","","",Alvitek
MERZUKA-10679-св-роз,10679 Светло-розовый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,799.0,1198.5,http://alvitek.com.ru/upload/iblock/a46/a46ebba880556af2861a597cab7ce738.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593067,"","","","",Alvitek
MERZUKA-10679-сиреневый,10679 Сиреневый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,799.0,1198.5,http://alvitek.com.ru/upload/iblock/e31/e31d5ba4b211d888976e8a82c41b88e8.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593074,"","","","",Alvitek
MERZUKA-10679-фисташк,10679 Фисташковый EMOTION   (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,798.0,1197.0,http://alvitek.com.ru/upload/iblock/f3e/f3ec777190e2e0d496a07bd86debe160.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593081,"","","","",Alvitek
MERZUKA-10683-бирюза,10683 Бирюзовый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/db3/db36b3d808cbe00c32081b94131d6ba6.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593142,"","","","",Alvitek
MERZUKA-10683-кремовый,10683 Кремовый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/f81/f81aa70163d0c69162ad095673b3b5b4.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593159,"","","","",Alvitek
MERZUKA-10683-мятный,10683 Мятный PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/961/9613d40f267724685ceee2459cde564f.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593166,"","","","",Alvitek
MERZUKA-10683-оранж,10683 Оранжевый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/bb8/bb844759ea9d6fbb763a4ecc7674ac6c.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593173,"","","","",Alvitek
MERZUKA-10683-розов,10683 Розовый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",4,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/df1/df19a6ae5f729b3981d98d6de0e1d47b.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593180,"","","","",Alvitek
MERZUKA-10683-св-роз,10683 Светло-розовый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",4,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/648/6482576d2451da5bcf9bf31f9fdae8b5.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593197,"","","","",Alvitek
MERZUKA-10683-сиреневый,10683 Сиреневый PANSY  (50х90+70х140 ) в коробке набор полотенец MERZUKA,"",3,799.0,1198.5,http://alvitek.com.ru/upload/iblock/30e/30eb3c71958073a1fdb7d2a733adbfd2.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925593210,"","","","",Alvitek
